# timestamp tx ty tz qx qy qz qw
349 1.239780 -0.546716 0.677363 0.062683 -0.144424 -0.106272 0.981794
350 1.239740 -0.549776 0.681125 0.062225 -0.144507 -0.106437 0.981793
351 1.239634 -0.552843 0.684879 0.061768 -0.144593 -0.106603 0.981791
352 1.239528 -0.555910 0.688633 0.061313 -0.144680 -0.106771 0.981788
353 1.239422 -0.558977 0.692386 0.060859 -0.144769 -0.106940 0.981785
354 1.239316 -0.562044 0.696140 0.060407 -0.144861 -0.107110 0.981781
355 1.239192 -0.565114 0.699892 0.059956 -0.144954 -0.107281 0.981776
356 1.239013 -0.568189 0.703637 0.059508 -0.145049 -0.107454 0.981770
357 1.238834 -0.571264 0.707381 0.059061 -0.145147 -0.107628 0.981764
358 1.238654 -0.574339 0.711126 0.058615 -0.145246 -0.107804 0.981757
359 1.238475 -0.577414 0.714871 0.058172 -0.145348 -0.107980 0.981749
360 1.238272 -0.580491 0.718612 0.057731 -0.145452 -0.108158 0.981740
361 1.238027 -0.583573 0.722348 0.057292 -0.145558 -0.108338 0.981730
362 1.237783 -0.586654 0.726084 0.056855 -0.145666 -0.108518 0.981719
363 1.237539 -0.589736 0.729819 0.056420 -0.145776 -0.108700 0.981708
364 1.237295 -0.592817 0.733555 0.055988 -0.145888 -0.108884 0.981696
365 1.237019 -0.595902 0.737286 0.055558 -0.146003 -0.109068 0.981683
366 1.236719 -0.598988 0.741013 0.055130 -0.146120 -0.109255 0.981669
367 1.236419 -0.602075 0.744740 0.054705 -0.146239 -0.109442 0.981654
368 1.236119 -0.605162 0.748468 0.054282 -0.146360 -0.109631 0.981638
369 1.235819 -0.608249 0.752195 0.053862 -0.146484 -0.109821 0.981622
370 1.235478 -0.611339 0.755915 0.053444 -0.146610 -0.110012 0.981604
371 1.235131 -0.614430 0.759635 0.053030 -0.146738 -0.110205 0.981586
372 1.234783 -0.617521 0.763355 0.052618 -0.146869 -0.110399 0.981567
373 1.234435 -0.620612 0.767074 0.052209 -0.147002 -0.110594 0.981546
374 1.234080 -0.623704 0.770792 0.051803 -0.147138 -0.110791 0.981525
375 1.233692 -0.626798 0.774505 0.051400 -0.147276 -0.110989 0.981504
376 1.233304 -0.629893 0.778218 0.051000 -0.147416 -0.111189 0.981481
377 1.232917 -0.632987 0.781931 0.050604 -0.147559 -0.111390 0.981457
378 1.232530 -0.636081 0.785644 0.050210 -0.147705 -0.111592 0.981432
379 1.232120 -0.639177 0.789353 0.049820 -0.147853 -0.111796 0.981407
380 1.231700 -0.642274 0.793060 0.049433 -0.148003 -0.112001 0.981380
381 1.231279 -0.645371 0.796767 0.049050 -0.148156 -0.112207 0.981353
382 1.230859 -0.648468 0.800474 0.048670 -0.148312 -0.112415 0.981324
383 1.230433 -0.651566 0.804180 0.048294 -0.148471 -0.112624 0.981295
384 1.229986 -0.654665 0.807882 0.047922 -0.148632 -0.112834 0.981265
385 1.229540 -0.657765 0.811584 0.047553 -0.148795 -0.113046 0.981234
386 1.229093 -0.660864 0.815286 0.047188 -0.148962 -0.113259 0.981201
387 1.228646 -0.663963 0.818988 0.046827 -0.149131 -0.113474 0.981168
388 1.228182 -0.667064 0.822687 0.046469 -0.149302 -0.113690 0.981134
389 1.227715 -0.670165 0.826385 0.046116 -0.149477 -0.113907 0.981099
390 1.227248 -0.673266 0.830083 0.045767 -0.149654 -0.114126 0.981063
391 1.226781 -0.676367 0.833781 0.045422 -0.149834 -0.114346 0.981026
392 1.226304 -0.679468 0.837478 0.045081 -0.150017 -0.114568 0.980988
393 1.225822 -0.682571 0.841172 0.044744 -0.150203 -0.114791 0.980949
394 1.225339 -0.685673 0.844868 0.044412 -0.150392 -0.115015 0.980908
395 1.224857 -0.688776 0.848563 0.044084 -0.150583 -0.115241 0.980867
396 1.224370 -0.691878 0.852257 0.043761 -0.150778 -0.115468 0.980825
397 1.223876 -0.694982 0.855950 0.043442 -0.150975 -0.115696 0.980782
398 1.223384 -0.698085 0.859642 0.043128 -0.151176 -0.115926 0.980738
399 1.222890 -0.701188 0.863335 0.042818 -0.151379 -0.116157 0.980693
400 1.222395 -0.704292 0.867027 0.042513 -0.151585 -0.116390 0.980647
401 1.221895 -0.707396 0.870719 0.042213 -0.151795 -0.116624 0.980599
402 1.221395 -0.710500 0.874410 0.041917 -0.152007 -0.116859 0.980551
403 1.220895 -0.713604 0.878101 0.041626 -0.152221 -0.117095 0.980502
404 1.220393 -0.716708 0.881792 0.041339 -0.152439 -0.117333 0.980452
405 1.219890 -0.719813 0.885482 0.041056 -0.152658 -0.117571 0.980401
406 1.219386 -0.722918 0.889172 0.040777 -0.152880 -0.117811 0.980350
407 1.218882 -0.726022 0.892862 0.040502 -0.153105 -0.118052 0.980297
408 1.218378 -0.729127 0.896553 0.040231 -0.153331 -0.118293 0.980244
409 1.217873 -0.732232 0.900242 0.039964 -0.153560 -0.118536 0.980190
410 1.217368 -0.735337 0.903932 0.039700 -0.153790 -0.118779 0.980135
411 1.216863 -0.738442 0.907622 0.039440 -0.154022 -0.119023 0.980079
412 1.216357 -0.741548 0.911312 0.039183 -0.154256 -0.119267 0.980023
413 1.215851 -0.744653 0.915001 0.038930 -0.154491 -0.119512 0.979966
414 1.215346 -0.747758 0.918691 0.038680 -0.154728 -0.119758 0.979909
415 1.214840 -0.750863 0.922380 0.038432 -0.154966 -0.120004 0.979851
416 1.214335 -0.753968 0.926070 0.038188 -0.155205 -0.120250 0.979792
417 1.213829 -0.757074 0.929759 0.037947 -0.155445 -0.120497 0.979733
418 1.213324 -0.760179 0.933448 0.037708 -0.155687 -0.120745 0.979674
419 1.212818 -0.763284 0.937138 0.037472 -0.155929 -0.120992 0.979614
420 1.212313 -0.766390 0.940827 0.037238 -0.156172 -0.121240 0.979553
421 1.211807 -0.769495 0.944517 0.037007 -0.156416 -0.121487 0.979492
422 1.211302 -0.772600 0.948206 0.036778 -0.156660 -0.121735 0.979431
423 1.210796 -0.775705 0.951896 0.036551 -0.156905 -0.121983 0.979370
424 1.210290 -0.778810 0.955585 0.036326 -0.157149 -0.122230 0.979308
425 1.209785 -0.781916 0.959275 0.036103 -0.157395 -0.122478 0.979246
426 1.209279 -0.785021 0.962965 0.035882 -0.157640 -0.122725 0.979184
427 1.208774 -0.788126 0.966654 0.035662 -0.157885 -0.122972 0.979121
428 1.208268 -0.791231 0.970344 0.035445 -0.158130 -0.123219 0.979058
429 1.207763 -0.794336 0.974034 0.035228 -0.158375 -0.123466 0.978996
430 1.207257 -0.797440 0.977724 0.035013 -0.158620 -0.123712 0.978933
431 1.206752 -0.800545 0.981413 0.034800 -0.158864 -0.123957 0.978870
432 1.206246 -0.803650 0.985103 0.034587 -0.159107 -0.124202 0.978807
433 1.205740 -0.806755 0.988794 0.034375 -0.159350 -0.124446 0.978744
434 1.205235 -0.809859 0.992484 0.034165 -0.159592 -0.124690 0.978681
435 1.204729 -0.812963 0.996174 0.033955 -0.159833 -0.124933 0.978618
436 1.204224 -0.816068 0.999864 0.033746 -0.160073 -0.125175 0.978555
437 1.203718 -0.819171 1.003555 0.033537 -0.160312 -0.125416 0.978492
438 1.203213 -0.822275 1.007245 0.033329 -0.160550 -0.125656 0.978429
439 1.202707 -0.825379 1.010936 0.033121 -0.160786 -0.125896 0.978367
440 1.202202 -0.828483 1.014627 0.032914 -0.161021 -0.126134 0.978304
441 1.201696 -0.831587 1.018318 0.032706 -0.161254 -0.126371 0.978242
442 1.201190 -0.834690 1.022009 0.032499 -0.161485 -0.126607 0.978180
443 1.200685 -0.837794 1.025700 0.032291 -0.161715 -0.126842 0.978119
444 1.200179 -0.840897 1.029391 0.032084 -0.161943 -0.127076 0.978058
445 1.199674 -0.844000 1.033082 0.031876 -0.162168 -0.127308 0.977997
446 1.199168 -0.847103 1.036774 0.031667 -0.162392 -0.127539 0.977937
447 1.198663 -0.850205 1.040465 0.031458 -0.162613 -0.127768 0.977877
448 1.198157 -0.853308 1.044157 0.031248 -0.162832 -0.127996 0.977817
449 1.197652 -0.856410 1.047849 0.031038 -0.163048 -0.128223 0.977758
450 1.197146 -0.859513 1.051541 0.030826 -0.163262 -0.128447 0.977700
451 1.196640 -0.862615 1.055233 0.030614 -0.163473 -0.128670 0.977642
452 1.196135 -0.865717 1.058925 0.030401 -0.163681 -0.128892 0.977584
453 1.195629 -0.868819 1.062617 0.030186 -0.163887 -0.129111 0.977528
454 1.195124 -0.871921 1.066310 0.029970 -0.164089 -0.129329 0.977472
455 1.194618 -0.875022 1.070002 0.029752 -0.164288 -0.129544 0.977416
456 1.194113 -0.878124 1.073695 0.029533 -0.164484 -0.129758 0.977362
457 1.193607 -0.881225 1.077388 0.029313 -0.164676 -0.129970 0.977308
458 1.193102 -0.884326 1.081081 0.029090 -0.164865 -0.130179 0.977255
459 1.192596 -0.887427 1.084774 0.028866 -0.165050 -0.130386 0.977202
460 1.192090 -0.890529 1.088467 0.028639 -0.165232 -0.130592 0.977151
461 1.191585 -0.893629 1.092160 0.028411 -0.165410 -0.130794 0.977100
462 1.191079 -0.896730 1.095853 0.028180 -0.165583 -0.130995 0.977051
463 1.190574 -0.899831 1.099546 0.027947 -0.165753 -0.131193 0.977002
464 1.190068 -0.902931 1.103240 0.027711 -0.165918 -0.131389 0.976955
465 1.189563 -0.906032 1.106933 0.027473 -0.166080 -0.131582 0.976908
466 1.189057 -0.909132 1.110626 0.027232 -0.166236 -0.131772 0.976862
467 1.188552 -0.912233 1.114320 0.026989 -0.166389 -0.131960 0.976818
468 1.188046 -0.915333 1.118014 0.026742 -0.166536 -0.132145 0.976774
469 1.187541 -0.918433 1.121708 0.026493 -0.166679 -0.132328 0.976732
470 1.187035 -0.921533 1.125401 0.026240 -0.166817 -0.132507 0.976691
471 1.186529 -0.924634 1.129095 0.025984 -0.166950 -0.132684 0.976651
472 1.186024 -0.927734 1.132789 0.025725 -0.167078 -0.132858 0.976613
473 1.185518 -0.930833 1.136483 0.025462 -0.167201 -0.133028 0.976575
474 1.185013 -0.933933 1.140177 0.025195 -0.167318 -0.133196 0.976539
475 1.184507 -0.937034 1.143871 0.024925 -0.167430 -0.133361 0.976504
476 1.184002 -0.940134 1.147565 0.024651 -0.167537 -0.133522 0.976471
477 1.183496 -0.943233 1.151259 0.024374 -0.167638 -0.133680 0.976439
478 1.182991 -0.946333 1.154953 0.024092 -0.167733 -0.133835 0.976408
479 1.182485 -0.949433 1.158647 0.023806 -0.167822 -0.133986 0.976379
480 1.181979 -0.952533 1.162341 0.023515 -0.167905 -0.134134 0.976352
481 1.181474 -0.955633 1.166035 0.023221 -0.167982 -0.134279 0.976326
482 1.180968 -0.958732 1.169729 0.022922 -0.168053 -0.134420 0.976301
483 1.180463 -0.961832 1.173423 0.022618 -0.168118 -0.134557 0.976278
484 1.179957 -0.964932 1.177117 0.022309 -0.168176 -0.134691 0.976257
485 1.179452 -0.968032 1.180811 0.021996 -0.168228 -0.134821 0.976237
486 1.178946 -0.971131 1.184505 0.021678 -0.168273 -0.134947 0.976219
487 1.178441 -0.974231 1.188200 0.021355 -0.168312 -0.135069 0.976203
488 1.177935 -0.977331 1.191894 0.021026 -0.168343 -0.135187 0.976188
489 1.177429 -0.980430 1.195588 0.020692 -0.168368 -0.135302 0.976175
490 1.176924 -0.983530 1.199282 0.020353 -0.168385 -0.135412 0.976164
491 1.176418 -0.986630 1.202976 0.020008 -0.168395 -0.135518 0.976154
492 1.175913 -0.989730 1.206670 0.019658 -0.168398 -0.135620 0.976147
493 1.175407 -0.992830 1.210364 0.019302 -0.168394 -0.135717 0.976141
494 1.174902 -0.995931 1.214057 0.018940 -0.168382 -0.135811 0.976137
495 1.174396 -0.999032 1.217749 0.018572 -0.168362 -0.135900 0.976136
496 1.173891 -1.002136 1.221440 0.018198 -0.168335 -0.135984 0.976136
497 1.173385 -1.005241 1.225130 0.017818 -0.168300 -0.136064 0.976137
498 1.172880 -1.008349 1.228817 0.017432 -0.168256 -0.136139 0.976141
499 1.172374 -1.011459 1.232502 0.017039 -0.168205 -0.136210 0.976147
500 1.171868 -1.014575 1.236183 0.016639 -0.168149 -0.136279 0.976154
501 1.171363 -1.017695 1.239860 0.016233 -0.168093 -0.136349 0.976161
502 1.170857 -1.020823 1.243531 0.015821 -0.168035 -0.136420 0.976168
503 1.170352 -1.023956 1.247196 0.015402 -0.167977 -0.136492 0.976174
504 1.169846 -1.027102 1.250852 0.014977 -0.167917 -0.136565 0.976181
505 1.169341 -1.030255 1.254500 0.014546 -0.167857 -0.136639 0.976188
506 1.168835 -1.033425 1.258133 0.014109 -0.167796 -0.136714 0.976194
507 1.168330 -1.036605 1.261759 0.013665 -0.167733 -0.136790 0.976200
508 1.167825 -1.039809 1.265363 0.013216 -0.167670 -0.136867 0.976207
509 1.167319 -1.043023 1.268958 0.012761 -0.167607 -0.136946 0.976213
510 1.166814 -1.046272 1.272522 0.012300 -0.167542 -0.137025 0.976219
511 1.166309 -1.049529 1.276078 0.011833 -0.167476 -0.137105 0.976224
512 1.165804 -1.052837 1.279587 0.011361 -0.167410 -0.137186 0.976230
513 1.165300 -1.056155 1.283087 0.010883 -0.167343 -0.137268 0.976235
514 1.164796 -1.059527 1.286534 0.010399 -0.167275 -0.137351 0.976241
515 1.164292 -1.062923 1.289958 0.009910 -0.167206 -0.137434 0.976246
516 1.163788 -1.066368 1.293333 0.009416 -0.167136 -0.137519 0.976251
517 1.163284 -1.069858 1.296661 0.008917 -0.167066 -0.137605 0.976255
518 1.162779 -1.073384 1.299950 0.008412 -0.166995 -0.137691 0.976260
519 1.162266 -1.076979 1.303163 0.007902 -0.166923 -0.137778 0.976264
520 1.161750 -1.080595 1.306351 0.007387 -0.166850 -0.137866 0.976268
521 1.161212 -1.084296 1.309437 0.006867 -0.166777 -0.137955 0.976272
522 1.160662 -1.088023 1.312488 0.006343 -0.166703 -0.138045 0.976275
523 1.160081 -1.091810 1.315461 0.005813 -0.166628 -0.138135 0.976279
524 1.159462 -1.095643 1.318364 0.005279 -0.166552 -0.138226 0.976282
525 1.158815 -1.099510 1.321216 0.004740 -0.166476 -0.138318 0.976284
526 1.158084 -1.103439 1.323963 0.004197 -0.166399 -0.138411 0.976287
527 1.157319 -1.107385 1.326673 0.003649 -0.166321 -0.138504 0.976289
528 1.156441 -1.111381 1.329276 0.003096 -0.166243 -0.138598 0.976291
529 1.155485 -1.115393 1.331822 0.002540 -0.166164 -0.138693 0.976293
530 1.154432 -1.119428 1.334297 0.001979 -0.166084 -0.138788 0.976294
531 1.153216 -1.123472 1.336675 0.001414 -0.166004 -0.138884 0.976295
532 1.151933 -1.127521 1.339016 0.000844 -0.165923 -0.138981 0.976296
533 1.150388 -1.131551 1.341226 0.000271 -0.165841 -0.139079 0.976296
534 1.148740 -1.135560 1.343392 -0.000306 -0.165759 -0.139177 0.976296
535 1.146874 -1.139527 1.345463 -0.000887 -0.165676 -0.139275 0.976296
536 1.144789 -1.143423 1.347448 -0.001472 -0.165592 -0.139375 0.976295
537 1.142557 -1.147273 1.349374 -0.002061 -0.165508 -0.139474 0.976294
538 1.139982 -1.150965 1.351169 -0.002653 -0.165424 -0.139575 0.976292
539 1.137314 -1.154609 1.352927 -0.003249 -0.165338 -0.139676 0.976291
540 1.134278 -1.158029 1.354538 -0.003848 -0.165253 -0.139777 0.976288
541 1.131141 -1.161370 1.356106 -0.004451 -0.165166 -0.139879 0.976286
542 1.127721 -1.164490 1.357550 -0.005057 -0.165080 -0.139982 0.976283
543 1.124184 -1.167492 1.358936 -0.005666 -0.164992 -0.140085 0.976280
544 1.120426 -1.170278 1.360214 -0.006279 -0.164904 -0.140188 0.976276
545 1.116577 -1.172951 1.361440 -0.006894 -0.164816 -0.140292 0.976272
546 1.112540 -1.175393 1.362558 -0.007513 -0.164727 -0.140396 0.976267
547 1.108465 -1.177776 1.363652 -0.008134 -0.164637 -0.140501 0.976262
548 1.104207 -1.179882 1.364625 -0.008759 -0.164548 -0.140607 0.976257
549 1.099950 -1.181989 1.365598 -0.009386 -0.164457 -0.140712 0.976251
550 1.095547 -1.183825 1.366458 -0.010016 -0.164366 -0.140818 0.976245
551 1.091122 -1.185620 1.367300 -0.010648 -0.164275 -0.140925 0.976238
552 1.086650 -1.187306 1.368100 -0.011283 -0.164183 -0.141032 0.976231
553 1.082101 -1.188819 1.368829 -0.011921 -0.164091 -0.141139 0.976223
554 1.077553 -1.190332 1.369558 -0.012561 -0.163999 -0.141246 0.976215
555 1.072939 -1.191666 1.370218 -0.013203 -0.163906 -0.141354 0.976207
556 1.068302 -1.192932 1.370850 -0.013848 -0.163812 -0.141462 0.976198
557 1.063664 -1.194198 1.371482 -0.014494 -0.163719 -0.141571 0.976188
558 1.058971 -1.195277 1.372043 -0.015143 -0.163624 -0.141680 0.976179
559 1.054270 -1.196329 1.372593 -0.015794 -0.163530 -0.141789 0.976168
560 1.049568 -1.197381 1.373144 -0.016447 -0.163435 -0.141898 0.976157
561 1.044830 -1.198282 1.373636 -0.017101 -0.163340 -0.142008 0.976146
562 1.040085 -1.199152 1.374118 -0.017758 -0.163244 -0.142117 0.976134
563 1.035339 -1.200022 1.374599 -0.018416 -0.163149 -0.142227 0.976122
564 1.030575 -1.200800 1.375045 -0.019076 -0.163052 -0.142338 0.976110
565 1.025798 -1.201517 1.375469 -0.019737 -0.162956 -0.142448 0.976096
566 1.021022 -1.202235 1.375893 -0.020400 -0.162859 -0.142559 0.976083
567 1.016241 -1.202927 1.376307 -0.021064 -0.162762 -0.142670 0.976069
568 1.011443 -1.203520 1.376683 -0.021729 -0.162665 -0.142780 0.976054
569 1.006645 -1.204112 1.377059 -0.022396 -0.162567 -0.142892 0.976039
570 1.001848 -1.204705 1.377435 -0.023064 -0.162469 -0.143003 0.976024
571 0.997040 -1.205232 1.377786 -0.023733 -0.162371 -0.143114 0.976007
572 0.992228 -1.205723 1.378122 -0.024402 -0.162273 -0.143225 0.975991
573 0.987416 -1.206215 1.378459 -0.025073 -0.162175 -0.143337 0.975974
574 0.982605 -1.206706 1.378796 -0.025745 -0.162076 -0.143449 0.975956
575 0.977783 -1.207121 1.379101 -0.026417 -0.161977 -0.143560 0.975939
576 0.972962 -1.207532 1.379406 -0.027090 -0.161878 -0.143672 0.975920
577 0.968140 -1.207942 1.379709 -0.027764 -0.161779 -0.143784 0.975901
578 0.963317 -1.208344 1.380010 -0.028439 -0.161679 -0.143895 0.975882
579 0.958489 -1.208690 1.380287 -0.029113 -0.161580 -0.144007 0.975862
580 0.953660 -1.209035 1.380563 -0.029788 -0.161480 -0.144119 0.975841
581 0.948832 -1.209381 1.380840 -0.030464 -0.161380 -0.144231 0.975821
582 0.944002 -1.209716 1.381113 -0.031140 -0.161281 -0.144342 0.975799
583 0.939169 -1.210009 1.381367 -0.031815 -0.161181 -0.144454 0.975777
584 0.934335 -1.210303 1.381621 -0.032491 -0.161080 -0.144566 0.975755
585 0.929503 -1.210597 1.381875 -0.033167 -0.160980 -0.144677 0.975732
586 0.924669 -1.210882 1.382125 -0.033843 -0.160880 -0.144789 0.975709
587 0.919833 -1.211135 1.382361 -0.034519 -0.160780 -0.144900 0.975686
588 0.914996 -1.211388 1.382596 -0.035194 -0.160679 -0.145011 0.975661
589 0.910159 -1.211640 1.382831 -0.035869 -0.160579 -0.145122 0.975637
590 0.905323 -1.211889 1.383065 -0.036544 -0.160479 -0.145233 0.975612
591 0.900484 -1.212109 1.383284 -0.037218 -0.160378 -0.145344 0.975586
592 0.895645 -1.212330 1.383504 -0.037892 -0.160278 -0.145455 0.975560
593 0.890806 -1.212550 1.383723 -0.038565 -0.160177 -0.145565 0.975534
594 0.885967 -1.212770 1.383943 -0.039237 -0.160077 -0.145676 0.975507
595 0.881127 -1.212966 1.384149 -0.039909 -0.159977 -0.145786 0.975480
596 0.876286 -1.213162 1.384356 -0.040579 -0.159876 -0.145896 0.975452
597 0.871446 -1.213357 1.384562 -0.041249 -0.159776 -0.146006 0.975424
598 0.866606 -1.213553 1.384769 -0.041918 -0.159676 -0.146115 0.975396
599 0.861765 -1.213733 1.384966 -0.042585 -0.159576 -0.146224 0.975367
600 0.856923 -1.213910 1.385162 -0.043252 -0.159457 -0.146316 0.975343
601 0.852081 -1.214087 1.385358 -0.043918 -0.159302 -0.146374 0.975330
602 0.847240 -1.214264 1.385554 -0.044583 -0.159111 -0.146398 0.975328
603 0.842397 -1.214432 1.385744 -0.045247 -0.158884 -0.146389 0.975335
604 0.837555 -1.214595 1.385931 -0.045910 -0.158624 -0.146348 0.975353
605 0.832713 -1.214759 1.386119 -0.046572 -0.158329 -0.146275 0.975380
606 0.827870 -1.214922 1.386306 -0.047233 -0.158003 -0.146170 0.975417
607 0.823028 -1.215081 1.386490 -0.047892 -0.157644 -0.146035 0.975463
608 0.818185 -1.215235 1.386670 -0.048550 -0.157255 -0.145870 0.975518
609 0.813342 -1.215389 1.386850 -0.049206 -0.156835 -0.145676 0.975582
610 0.808499 -1.215543 1.387031 -0.049860 -0.156386 -0.145453 0.975654
611 0.803656 -1.215695 1.387210 -0.050513 -0.155909 -0.145202 0.975734
612 0.798813 -1.215843 1.387385 -0.051164 -0.155404 -0.144923 0.975822
613 0.793970 -1.215990 1.387560 -0.051812 -0.154872 -0.144618 0.975918
614 0.789126 -1.216138 1.387735 -0.052459 -0.154314 -0.144286 0.976021
615 0.784283 -1.216286 1.387910 -0.053103 -0.153730 -0.143928 0.976131
616 0.779439 -1.216429 1.388081 -0.053745 -0.153122 -0.143546 0.976248
617 0.774595 -1.216573 1.388252 -0.054385 -0.152491 -0.143139 0.976371
618 0.769752 -1.216716 1.388423 -0.055021 -0.151836 -0.142708 0.976500
619 0.764908 -1.216860 1.388594 -0.055656 -0.151159 -0.142254 0.976636
620 0.760064 -1.217002 1.388763 -0.056287 -0.150461 -0.141778 0.976776
621 0.755221 -1.217143 1.388931 -0.056915 -0.149743 -0.141280 0.976923
622 0.750377 -1.217284 1.389099 -0.057541 -0.149004 -0.140760 0.977074
623 0.745533 -1.217425 1.389267 -0.058163 -0.148247 -0.140220 0.977230
624 0.740689 -1.217565 1.389435 -0.058781 -0.147471 -0.139660 0.977390
625 0.735845 -1.217705 1.389601 -0.059397 -0.146678 -0.139081 0.977555
626 0.731001 -1.217844 1.389767 -0.060008 -0.145869 -0.138483 0.977724
627 0.726157 -1.217984 1.389934 -0.060617 -0.145043 -0.137867 0.977896
628 0.721314 -1.218123 1.390100 -0.061221 -0.144202 -0.137234 0.978072
629 0.716470 -1.218261 1.390265 -0.061821 -0.143347 -0.136584 0.978251
630 0.711625 -1.218399 1.390431 -0.062418 -0.142479 -0.135919 0.978432
631 0.706781 -1.218537 1.390596 -0.063010 -0.141597 -0.135238 0.978617
632 0.701938 -1.218675 1.390761 -0.063598 -0.140704 -0.134542 0.978803
633 0.697094 -1.218811 1.390927 -0.064181 -0.139799 -0.133833 0.978992
634 0.692249 -1.218947 1.391092 -0.064760 -0.138884 -0.133110 0.979183
635 0.687406 -1.219083 1.391257 -0.065334 -0.137959 -0.132374 0.979375
636 0.682561 -1.219219 1.391422 -0.065904 -0.137025 -0.131627 0.979569
637 0.677717 -1.219353 1.391587 -0.066468 -0.136083 -0.130869 0.979764
638 0.672873 -1.219486 1.391752 -0.067027 -0.135133 -0.130100 0.979959
639 0.668029 -1.219619 1.391917 -0.067582 -0.134177 -0.129321 0.980156
640 0.663185 -1.219752 1.392082 -0.068130 -0.133214 -0.128533 0.980353
641 0.658341 -1.219883 1.392247 -0.068674 -0.132246 -0.127737 0.980550
642 0.653497 -1.220011 1.392413 -0.069211 -0.131274 -0.126933 0.980747
643 0.648653 -1.220140 1.392579 -0.069743 -0.130298 -0.126122 0.980944
644 0.643808 -1.220268 1.392744 -0.070270 -0.129319 -0.125304 0.981141
645 0.638964 -1.220395 1.392910 -0.070790 -0.128338 -0.124481 0.981337
646 0.634120 -1.220517 1.393076 -0.071304 -0.127356 -0.123653 0.981533
647 0.629275 -1.220639 1.393243 -0.071812 -0.126372 -0.122821 0.981727
648 0.624431 -1.220760 1.393408 -0.072313 -0.125389 -0.121986 0.981920
649 0.619586 -1.220882 1.393575 -0.072808 -0.124406 -0.121148 0.982113
650 0.614742 -1.220995 1.393741 -0.073297 -0.123425 -0.120308 0.982303
651 0.609897 -1.221107 1.393908 -0.073778 -0.122446 -0.119467 0.982492
652 0.605053 -1.221219 1.394074 -0.074253 -0.121470 -0.118625 0.982680
653 0.600208 -1.221331 1.394241 -0.074720 -0.120497 -0.117783 0.982865
654 0.595364 -1.221435 1.394408 -0.075181 -0.119529 -0.116942 0.983049
655 0.590519 -1.221534 1.394574 -0.075634 -0.118566 -0.116103 0.983230
656 0.585674 -1.221633 1.394741 -0.076080 -0.117609 -0.115267 0.983409
657 0.580829 -1.221732 1.394908 -0.076518 -0.116658 -0.114433 0.983586
658 0.575984 -1.221826 1.395075 -0.076949 -0.115715 -0.113604 0.983760
659 0.571139 -1.221907 1.395241 -0.077371 -0.114780 -0.112779 0.983931
660 0.566294 -1.221989 1.395408 -0.077786 -0.113854 -0.111960 0.984099
661 0.561448 -1.222071 1.395574 -0.078193 -0.112937 -0.111146 0.984265
662 0.556603 -1.222153 1.395741 -0.078591 -0.112030 -0.110340 0.984428
663 0.551758 -1.222214 1.395907 -0.078981 -0.111135 -0.109541 0.984587
664 0.546912 -1.222274 1.396072 -0.079363 -0.110251 -0.108751 0.984743
665 0.542066 -1.222334 1.396238 -0.079736 -0.109379 -0.107970 0.984896
666 0.537221 -1.222394 1.396404 -0.080100 -0.108521 -0.107199 0.985046
667 0.532375 -1.222437 1.396569 -0.080456 -0.107676 -0.106438 0.985192
668 0.527529 -1.222471 1.396733 -0.080802 -0.106846 -0.105689 0.985335
669 0.522683 -1.222504 1.396898 -0.081140 -0.106032 -0.104952 0.985474
670 0.517837 -1.222538 1.397062 -0.081468 -0.105233 -0.104228 0.985609
671 0.512992 -1.222561 1.397225 -0.081787 -0.104451 -0.103518 0.985741
672 0.508146 -1.222562 1.397387 -0.082096 -0.103687 -0.102823 0.985869
673 0.503300 -1.222563 1.397549 -0.082396 -0.102941 -0.102142 0.985992
674 0.498454 -1.222565 1.397711 -0.082686 -0.102213 -0.101478 0.986112
675 0.493608 -1.222566 1.397872 -0.082966 -0.101506 -0.100830 0.986228
676 0.488762 -1.222529 1.398031 -0.083236 -0.100819 -0.100200 0.986340
677 0.483916 -1.222492 1.398189 -0.083496 -0.100152 -0.099588 0.986448
678 0.479069 -1.222455 1.398347 -0.083746 -0.099508 -0.098996 0.986552
679 0.474223 -1.222418 1.398505 -0.083986 -0.098886 -0.098423 0.986651
680 0.469377 -1.222352 1.398661 -0.084215 -0.098288 -0.097870 0.986747
681 0.464532 -1.222270 1.398813 -0.084433 -0.097713 -0.097339 0.986838
682 0.459686 -1.222188 1.398966 -0.084641 -0.097163 -0.096831 0.986924
683 0.454840 -1.222106 1.399119 -0.084838 -0.096638 -0.096345 0.987006
684 0.449995 -1.222009 1.399270 -0.085023 -0.096140 -0.095882 0.987084
685 0.445150 -1.221877 1.399415 -0.085198 -0.095669 -0.095444 0.987157
686 0.440305 -1.221745 1.399561 -0.085362 -0.095225 -0.095032 0.987226
687 0.435460 -1.221612 1.399705 -0.085514 -0.094809 -0.094645 0.987290
688 0.430616 -1.221480 1.399851 -0.085654 -0.094422 -0.094284 0.987349
689 0.425772 -1.221295 1.399985 -0.085784 -0.094066 -0.093952 0.987404
690 0.420929 -1.221107 1.400119 -0.085901 -0.093739 -0.093647 0.987453
691 0.416086 -1.220918 1.400253 -0.086006 -0.093444 -0.093371 0.987498
692 0.411242 -1.220729 1.400387 -0.086100 -0.093181 -0.093125 0.987538
693 0.406401 -1.220507 1.400511 -0.086182 -0.092951 -0.092910 0.987573
